document	label
essentially , the cd included with the package is , for the most part , worthless .	0
the sound quality is fantastic ( cd quality ) and it is really great to carry this around instead of stacks of cd 's or tapes ! .	1
sending the unit to the company of purchase which costs about $90 ) , the ability to record with a built-in microphone ( great for recording reminders and meetings ) , very sturdy construction , and not to mention . . . the sound quality is excellent ! .	1
7 picture quality is excellent .	1
i got a 1gb mmc upgrade for this phone and now i can :	1
if you are looking for a small camera to throw in your pocket , take great pics and video , get the sd500 .	1
the touch sarene navigation will take a little getting used to , but once you do , and while the zen is still alive , it 's a great alternative to the marching in lock step with the click wheel commies .	0
"update : the finish is more "" mirror "" than silver -- and i like it ! ."	1
i enthusiastically recommend this camera .	1
picture quality 's great for still and video with sound .	1
linksys quality and tech support have been outstanding .	1
initially , i was very impressed , after loading 180 songs it seemed to function very well but then it would lock up on me and a battery removal remedied this , i then downloaded the upgrades and everything seemed to be alright .	1
the instructions that come with it do n 't explain how to make things simple .	0
it works well with my vip adapter , which is also a linksys .	1
the 2nd dvd player had a faulty power supply which caused to occasionally not turn on .	0
* scroll button more cumbersome than on earlier models .	0
you can turn this phone into a gaming machine , a camcorder or a digital camera , an mp3-player , a movie viewer , a voice recorder , a personal secretary , a gaps map browser , a book , a multifunction remote controller , practically everything that you can do with the computer , plus it is a phone ( ! . ! . ) and also you can carry it in your pocket : ) .	1
reliability & build i dropped the player once from about 4 ft , and it fell hard , but kept on playing .	1
next , the big reason not to buy any norton product : if there 's a problem with it , norton charges $30 to even tell them about it .	0
i upgraded from a very small 3 . 2 max camera to this camera with great results .	1
in summary , i love this camera and would whole-heartedly recommend this to anyone wanting a high quality point and shoot camera in the medium price range .	1
there isn 't much features on the ipod at all , except games .	0
despite this minor disappointment , i highly recommend the canon g3 anyone who is serious about digital photography .	1
video output stopped working .	0
"my ipod freezes occasionally , which is especially annoying when you 're in the middle of a game of "" brick . "" *"	0
but the major problem i had was with the software .	0
2 ) the remote works , but then it does not work , and you are left standing there thinking you are doing something wrong .	0
1 . pictures taken in an indoor setting are a little dull and rarely hazy if you tend to take photographs from a distance .	0
: ! . ok , score 7 . 0 oh yes , the newest color of this phone is quite cool .	1
i am giving a zero star to symantec for this version ! .	0
i highly recommend this phone .	1
bottom line great phone for the time being .	1
it is the 'first generation ' of the player , and while i still agree that it is a great alternative to the ipod , i think there are many others that would be a much better value for your buck .	0
the camera is very easy to use , in fact on a recent trip this past week i was asked to take a picture of a vacationing elderly group .	1
i am now staring at an array of stuff including zen micro player , stereo earbud headphones , a rechargeable lithium-ion battery , an ac/dc power adapter , a usb 2 . 0 cable , a belt-clip , a stand , a stylish cloth pouch , an installation cd , a quick-start guide , and creative mediasource software .	1
it films 10 second video , for crying out loud .	1
im at full capacity ! . ! . ! . ! . i called syman tic and they said they don 't know why but i should get tech 's support at $35/hr to help ! . ! . i did call them and was on hold for 55 minutes until i hung up ! .	0
as with most headphones that come with any type of music player , i recommend throwing these into the nearest river , unless you like having hard , round pieces of plastic in your ears .	0
actually using the nomad jukebox is easy and uncomplicated .	1
in addition , i don 't believe that it is odorless .	0
where close to 12 hours but at least it is replaceable ( and they included a second one free ) .	0
i have read the installation instructions for both nis 2004 and navy 2004 prior to installation , but still ended up with the same result . . . junk software .	0
the only problem is that occasionally the joystick does start to dig into your thumb while gaming .	0
in auto mode anyone can use it as a point and shoot camera .	1
however , the battery life is good enough you should n 't be overly concerned with turning this phone off .	1
at double-speed ( 2x forward speed ) , it still plays mp3s with sound -- they are pitch-corrected and smooth , but twice as fast ! .	1
. even the slightest of the shakes totally distorts your image	0
- some features in the user interface	0
it is crystal clear .	1
memory/storage - seemingly boundless .	1
it also holds a lot more diapers .	1
also , the carrying case that came with mine covers up the display , so even though the side controls are reachable , i have to open it up to see the display .	0
it 's very quiet for a universal motor-driven tool , and the height adjustment stick and variable speed control are great .	1
i 've had this player for more than 4 months and i 'm very happy with it .	1
my old siemens s56 , on the other hand , worked beautifully with all of the above .	0
i wanted standard memory expansion ( cf cards ) , macro mode , and if possible , a waterproof housing ( for kayaking ) .	1
limitations : - not a lot of original accessories like the ipod .	0
it is no more heavy than any other powerful router and not as bad as some porter cable models i tried .	1
i just replaced my old linksys router with this one , turned everything on in the right order , and it was up and running with no problems .	1
cons - difficult to open to change bag-twice my bags caught on a sharp edge inside and snagged as i was pulling out-leaving dirty diapers all over the floor .	0
even though you could get a cheap router these days , i 'm happy i spent a little extra for the linksys .	1
do n 't buy this player .	0
we just use the glad tall kitchen trash can bags with odor shield from target and they work wonderfully .	1
it can be frustrating and messy when you put that last diaper in before realizing the unit is full .	0
there will be much erasing of text as , one would tend to type something instead of the actual letters .	0
i have yet to try using all of the adjustment options : shutter priority , aperture priority , light metering adjustments , etc . , but all controls are well thought out and and the manual is relatively clear .	1
without any tweaking at all , if the exposure is accurate , the colors are as realistic as ive ever seen produced by film , and this is a raw image ! .	1
this thing is great , i like to use it to pick up tough stains on my counter top and also to listen to my old 8-track records .	1
well , within 45 days the video output quit working ( both rca & optic ) .	0
-user 's guide doesn 't cover a lot of important info that is covered on their website .	0
after 4 attempted installs , i have finally given up .	0
the mms technology is very well integrated with this phone , which you will enjoy .	1
it 's not a listed feature but , the one thing that sold the unit is that it plays mpeg video .	1
4 . the zen * stores * data files , but does not allow a folder structure nor does it allow documents to be opened or programs to be launched from its disk ( they must be copied to another hard drive to be launched ) .	0
this is probably one of the few dvd players at $ 40 that can play almost everything you throw at it .	1
the colors are a joke , and i personally hate the stupid vertical touchpad .	0
all reviews i 've seen seem to indicate that the creative mp3 jukeboxes have the best sound quality of these 2nd generation jukebox ed ( ipod , archos , dell , samsung ) .	1
"this is a nice feature ( i . e . it 's early in the morning and you rather listen to "" easy listening "" rather than "" heavy metal "" - no problem ."	1
"all the "" cool "" features of the mini , but with 20gb instead of 5 ."	1
features : really , there aren 't any features , unless you call the games a feature .	0
i thought this camera was awful and i did tons of research on cnet and other sites .	0
too bad they don 't mention anything about how the cd can 't be used with a mac .	0
now i know why - they are pieces of junk .	0
the software failed repeatedly .	0
i could make phone calls from locations i previously could not ( like my apartment ) .	1
the toggle button that is used to scroll is poorly designed and does not work well .	0
the phone has such advantages as the excellent keypad and display , long rundown time and a good software suite .	1
have had problems since the first day	0
the explorer program did shut down a couple times while i was renaming titles and changing genres but i did n 't have to reboot the computer or anything , just open up explorer again .	0
the zoom goes up and down in magnification , which is nice , but there is always a display of the zoom size about one-quarter of the way down from the top of the screen that interferes with viewing at most settings .	0
this is a really great buy , for yourself or as a shower gift .	1
the infrared is a blessing if you have a previous nokia and want to transfer your old phone book to this phone , saved me hours of re-entering my numbers .	1
i think , apex is the best dvd player you can get for the price .	1
creating and modifying playlists is easy and clean .	1
this product is amazing and better than the ipod you can get at the same price .	1
i do here a constant high-pitched distorted sound , not to mention the volume does not seem to be loud enough .	0
it 's still alive , still kicking , and still playing .	1
in minutes i was easily navigating through the menus .	1
i did a ton of research and settled on this phone because of the small size , speakerphone option , great priced calling plan and access to my corporate email .	1
even with that , i highly recommend this router - outstanding performer .	1
excellent phone , the phone looks much better than what u see in the pictures .	1
- not playing some dvds and then finally after less than 60 days , it just would not recognize anything i pop in it .	0
+ the memory ( 40 gb ) is staggering .	1
the macro works great for medical photographs and the auto mode is terrific for point and shoot .	1
when i turned the phone on , the first thing that hit me is how good the screen is .	1
i 've had it for a week now , do n 't regret the purchase one bit , and i never leave home without it .	1
it is a perfect phone in such a small and appealing package .	1
the new router came with an updated setup utility that makes getting the router installed a fairly straight forward process .	1
if compact size is your highest priority in a 2-megapixel camera , the canon powershot s100 digital elph is a standout choice and aptly named for its diminutive design .	1
norton has been on a downhill slid recently with their products , but with this one , they have fallen off the cliff .	0
it 's a compact , attractive machine and was easy to set up .	1
fortunately , the g3 has a hot shoe that can take an external flash , and fortunately for me , i already owned a one of the highest quality external flashes that money can buy : the met 60 ct-4 .	1
plusses are the easy to remove battery and the terrific sound produced by the nomad .	1
1 speakers at home , i rarely use it with the earbuds , though they are much better than the ones you normally get with other mp3 players .	1
the fm tuner , the 5g of storage , and the removable disk are all great features .	1
transferring files couldn 't be easier thanks to the included software bundle .	1
i also had no problems installing or running the camera software on my pc .	1
amazon is awesome ! .	1
t610 supports only midi files .	0
so far the software for the pc works easily .	1
so far i have no complaints and i recommend this to anyone who wants quality over appearance , also anyone who wants a hard drive based mp3 player and wants to pay next to nothing .	1
the player 's software is very easy to use and very good .	1
my other gripe is the incredibly crappy remote , which is worse than other , cheaper apex units .	0
overall an excellent phone .	1
it takes great pictures , operates quickly , and feels solid .	1
anyway , my wife got this for me for my birthday and i love the thing .	1
it is n 't big and offensive , though you would n 't know it by looking at the pics it takes .	1
fm tuner & microphone : having a tuner in the player is a blessing .	1
"i particularly like the "" txt "" file which records all the control information for all the pictures you take ."	1
having spent considerable time with professional video gear , i find onscreen displays annoying .	0
norton internet security 2004 is one of the more buggy implementations .	0
it 's easy to use ( just a flip of the lid , and the diaper is gone ! . ) .	1
i also put a bend in the wrench so i can remove and install bits from the top of the table .	0
"i don 't have problems with the depth adjustment , the speed control , the collet ( i haven 't tried the 1/4 "" sleeve yet ) ."	1
i got the diaper champ because of the great reviews as well as the fact that you can use regular garbage bags .	1
the headphone jack seems to be a major problem .	0
everything , so far , has worked flawlessly .	1
in addition , i do not think the battery lasts much more than eight to ten hours , and it can take four hours for a full charge .	0
i replaced it with a router raiser and it works much better .	0
i was looking for something that wasn 't too complicated to use and to help the pics i post on ebay show more detail .	1
it seems to be a little slow when identifying a new disc that 's inserted - maybe 10 seconds of wait .	0
if you 're looking for a 3hp plunge router , the hitachi m12v is your best bet to stretch your equipment budget .	1
the af feature did a great job converting the letterbox to fill 3/4 of the screen and the image still looked normal .	1
the auto-mode is good enough for most shots but the 4300 also boasts 12 versatile scene modes as well as a manual mode though i admit i have n 't played with it too much on manual .	1
great screen and great sound .	1
i bought this phone for my trip to south africa and it worked almost perfectly .	1
with this mp3 player you get much more memory for much less than an ipod .	1
the screen is easily scratched but if you have the warranty you should be able to swap it out .	0
after consulting with creative 's customer support , they determined that the hard drive was broken and the only recourse was to send it in for repair , which would cost me $40 , since it 's past the 90 day warranty ( pretty short warranty ) .	0
10 ) multiple play modes - tracks in order of album , shuffle , etc . , is standard on all jukebox players but worth noting that the zen xtra is not deficient in this matter .	1
this camera is an excellent choice for an ultracompact , take anywhere device and boasts an outstanding movie mode to boot .	1
it really is the perfect travel camera , plus it offers the convenience of digital photography .	1
can recommend the hitachi in this ergonomic arena -- at the price quoted on amazon it is a bargain .	1
i was up all night trying to make the stupid thing work , to no avail .	0
this time , it started the installation process , then i left for work . i think it will work . i hope it will work .	0
the zen plays mp3 , wma and wave formats , which makes it more versatile than the ipod .	1
there were sharp screw tips on the underside of the unit coming from inside that were obviously used to anchor the internal control board .	0
you need the software to actually transfer files	0
after upgrading the drivers and firmware a few times and e-mailing tech support for some setting tips it now works fine .	1
it feels like i 'm back to the days of 56k dial-up internet service , even though i 'm running a dell 2ghz pentium 4 with 256mb memory and have had excellent broadband service for the past year .	0
you 're going to need to buy new headphones , the stock ones suck	0
the controls are somewhat harder to use than the ipod , but i have gotten use to them , and even at the beginning did not think would justify the huge difference in price .	0
however , in my mind , $299 is a lot to pay for a device that will only last 18 months .	0
now it will not load any disk or just says that there is no disk .	0
now this router is not the cheapest on the market .	0
only one complaint about the speakerphone , you can only activate the speakerphone feature once the person you are calling answers the phone , not while it is ringing .	0
upon opening the box i was confronted with this small cute little mp3 player .	1
this is a very light phone - a little less than 3 oz , with long battery life ( not as long as the new polymer technology ) .	1
flawless .	1
in fact , people who have been present while i changed my almost 3 month old son 's diaper have been amazed at how the very 'potent ' smell of the dirty diaper seems to disappear once i dispose of the diaper in the diaper champ .	1
one of the best cell phones i have ever used to-date .	1
newbies will find the full auto setting will give them perfect pictures right out of the box .	1
i must have heard this about a dozen times over the span of 2 weeks , when t-zones never worked .	0
6 . play game boy color games on it with go boy .	1
do not buy this product --	0
when the overall image quality ( especially natural colours , details , natural looking of the pictures ) is the most important thing , then this camera its top notch and very impressive .	1
i also removed the springs in the plunge tubes to make it easier to raise .	0
5 ) this apex model 2600 will not work with my universal remote control .	0
the zennx will keep running for the price of a replacement battery , just like any other battery-powered appliance .	1
overall this is the best phone i have ever owned .	1
i got this phone yesterday and didn 't find any problems with it yet .	1
1- small .	1
it 's overkill for simple snapshots , unless you 've got way too much money to blow .	1
so far it all works fine with either cable or wireless connections .	1
the included earphones are pretty good - my advice ? .	1
great picture quality - in automatic mode , quality is great .	1
this is by far the nicest one , in so many ways .	1
it is a bit cumbersome , and i can 't get to the songs i want as quickly .	0
norton support is completely pathetic .	0
there is no fm tuner , while there is no fm tuner on the creative zen ( on the micro version of the zen there is a tuner ) , the iriver h10-20gb , the rio karma , and the audio x5 have fm tuners .	0
i then tried to set up the router through linksys 's browser interface , but as the only instructions available tell you to use the installation cd , i had little luck - i did manage to connect briefly , but the connection kept dropping , and with no idea of how to resolve that issue , i gave up .	0
the soft start is nice .	1
another plus in my book , no file limits ! .	1
the service from t-mobile is very good too .	1
the zen has minimal stoppage between tracks ; . when listening to music that continues from one track to the next the gap is just a hesitation - a slightly audible click ; . if i am not listening for the progress from one track to the next i do n 't even notice the click .	1
the touch pad is over-sensitive , and is adjustable to only slightly oversensitive .	0
the software runs smooth , it 's nice to look at , it 's very organized , easy to follow and makes things very simple .	1
excellent range of metering options as well .	1
overall , if you know what basic steps to take , it was not difficult to connect , and the s/w worked well to connect .	1
otherwise , i am extremely please with the creative zen micro 5gb mp3 player .	1
owner 's manual has substandard troubleshooting guide .	1
this is the best dvd player i 've purchased .	1
i am quite happy having over 10 gigs of music stored on this baby as well as a few gigs of media files in the data folder .	1
although the sound-quality is good , it takes more than good sound on a portable-mp 3 player to result in a good product .	0
on the whole , i 'm quite happy with the purchase .	1
but like i stated , its better then a trash can , but i 'm not sure if its better then the diaper genie .	1
the storage capacity is great for me --	1
but if you use all bluetooth accessories , as i do , its really not an issue .	1
overall it is the best camera on the market .	1
slow-syncro flash , macro/infinity mode , etc .	1
the first night i got this phone i put it next to me when i went to bed just to listen to my favorite music station and the handset itself doesnt weight anything its too light and feel so comfy with it .	1
it has a cardboard slip cover with a nice layered box casing inside .	1
it it is a bit heavy for hand held work , but any router this size will be .	0
i compared this to a lot of other cameras , believe me , it 's value for money .	1
speaker phone quality is good , and poping in a 512mb mmc card , it rocks ! .	1
always carried it in a case in by briefcase but one day the hard drive just zapped .	0
i bought this diaper pail when my son was just a few days old and i absolutely love it ! .	1
people also have complained about the case not having a window , but that 's not really a big deal to me either -- the case is sturdy and offers very good protection .	1
i find this to be a great feature .	1
anything this phone does , it does perfectly .	1
) worst feature possible , this alone makes it rate one star : what 's up with no recharge cord ? .	0
the picture quality is amazing and you can connect it to your tv and could make silent movies that way if you wanted to .	1
i 'm sure i don 't use it to the degree of some of the other purchasers , but i really like it ! .	1
not only is it more affordable , but its a better player for windows , which is what i have .	1
my brother had an old linksys b band wireless router in his home and it was like magic .	1
the only knock i have is that the flash is underpowered .	0
this is not an enterprise piece of hardware that you will find in an office or corporate environment .	0
weak points : - touch pad : design could be better - volume control : controlled through the vertical strip , but purchasing a headphone with built-in volume control will do the trick .	0
i am an it professional and have used norton for years , but this product is a complete and utter dud .	0
this is an excellent player , especially for the price , with features that are comparable to and even excel the ipod .	1
stay away from this junk .	0
however since this router is backward compatible , that doesn 't pose a problem at all .	1
price ! .	1
the hitachi m12v is a dream to work with , smooth starts , adjustable speeds , micro-adjustable depth , and plenty of power to spare .	1
the power is incredible , it cut through md and plywood like butter .	1
since batteries do run out on everything , this will also be a big money-saver since ipods , rivers , rca , dell , all have built-in batteries that need to be replaced by a technician ( apple charges 100 bones for the battery replacement ) .	1
i already knew something was wrong , because much of the spam i 've seen in the past six months was from resellers of norton products .	0
the photostitch software is very cool if you want to do any 360 degree panorama shots .	1
the view finder shows crystal clear pictures that will look even better when you get them to the computer .	1
our norton internet/av 2004 was terrible right from the get go , so i 'd think that if steelworks is ok now , it should remain ok .	0
my favorite features , although there are many , are the speaker phone , the radio and the infrared .	1
so much safer than the others that require a two handed operation ! .	1
touch ups , redeye , and so on are very easy to alter , and correct .	1
only then did i learn the truth -- this phone does not work with palm pdas ! .	0
my old sony ericsson t610 has this feature .	0
- the controls are much inferior to the simple ipod ones .	0
finally , amazon 's free shipping is really getting good , it took only 3 working days for the player to reach me ! .	1
feedback on creative 's product support is universally poor ; . this is not limited to the zen , it applies to all the company 's products .	0
what is added in functionality ( battery replacement ) detracts in build quality as the face plate is prone to popping off .	0
the speed control is recessed too far in the housing and required a tool ( screwdriver or dowel rod ) to effect any speed change .	0
it has an exterior design that combines form and function more elegantly than any point-and-shoot we 've ever tested .	1
i bought this camera two days ago , and i 'm very pleased to say that it has been worth the money .	1
great colors , pictures and white balance .	1
if you are looking for an upgrade , this is definitely the phone for you .	1
navigation is easy and i found that syncing files from the player to the computer ( and vice verse ) was easy too .	1
- looks sleek , compact , has a radio .	1
it has never worked .	0
the battery is also convenient , but could have been better , such as the zen touch 's battery ( but at least this one is removable ) .	1
so much packed in a small case and very affordable ! .	1
one more thing , the default ringtones that come with the phone are horrible .	0
although canon 's batteries are proprietary , they last a really long time , recharge fairly quickly in the camera , plus if you want ' more power ' , you can even find a knockoff charger and spare batteries right here on amazon .	1
again , every review written about the tech line is true . . . after waiting close to 45 minutes i finally spoke to a rep .	0
the door would not close .	0
the battery life seems good , takes very little time to charge , it uploads mp3s quickly and there is no delay between songs .	1
the setup was very easy .	1
the wrt54g offers excellent security features and much more ( and easier ) configuration menu that i didn 't even need a manual to setup correctly .	1
the customer service dept did not list a toll free number and it was a real hassle to get through on their regular line .	0
i was looking for a phone which synced with mac osx using bluetooth , had decent battery life , could check email , had good reception , nice screen size and was durable ( i break often break small gadgets )	1
i have been impressed with the power of the hitachi m12v .	1
it 's easy and really works , with some incredible range .	1
the little jog dial seems weak and quirky and i hope i do n 't figure out a way to break it .	0
this is one of the best purchases we made .	1
rather than creating a directory for bookmarks to be found in one area , the user must actually find the track where the bookmark was made . .	0
it looks really sleek and stylish , and does everything it claims .	1
both of them keep disconnecting on me and interruptions are 3 or 4 times per day at best .	0
some features that the 'zen micro ' has that sold me on my purchase include : a 5g hard drive . . . actually an sd flash card drive . . . very large and much more than actually needed , the ability to sync with microsoft outlook 's calendar , the long battery life of about 10 to 12 hours ( i can change the battery myself for about $40 to buy vs .	1
i finally decided to purchase this player because it was compatible with napster 2 go . . . . which is a subscription service , allowing me to download as much music as i want for a $14 . 95 flat fee .	1
i tell you now , after lot of shooting in many different situations , this camera is amazing .	1
very good balance in the hands and lighter than most 3 1/4 hp models .	1
i think the os and controls are very well thought out and although i 'll admit i was a bit intimidated during my first few hours with the micro , the interface and controls became second nature after the first day or so .	1
there is no way you can talk with customer care about this .	0
but my biggest gripe is still the extremely ugly design .	0
being a very economical person , i appreciate the fact that any plastic bag can be used with this system- i never did like the prospect of buying special diaper genie refills .	1
the i-pod is the best thing i have ever used .	1
this camera has none of these flaws and will be something you 'll use all the time .	1
i thought it was kind of steeply priced at that time .	0
because this camera is beautiful .	1
then the most disappointing was trying to use viper raised panel bits that just barely fit , and i mean just barely .	0
i connected my camera to the tv and played some video clips and for a digital camera to take such good quality clips , i give it 5/5 stars = ) oh and btw , while you take video clips , you can zoom it too ! . ( digital zoom only though ) . . . but still . . . ( my old one can 't do that . . . you have to zoom it first if you want then take the video clip . )	1
i have had this player for 3 months and have been able to see a total of 6 dvd 's , after the frustration and aggravation of getting the player to do it 's job .	0
all that said , i am a little disappointed with the quality of the pictures from the camera .	0
it 's easy to install the security on this product but linksys doesn 't do a good job of explaining why its important .	1
it 's too bad , though , that ! .	0
the earbud headphones are really nice .	1
you can also slow a song down & speed it up , which is cool too .	1
3 ) with mediasource being so easy , i found no use for the bundled nomad explorer software .	0
5 . check traffic411 . com for la traffic on the 405 .	1
all the buttons & necessary lil ' gadgets are on the sides of the player which is nice for when you are holding it in the palm of your hand .	1
this is a great deal , and i 'm elated with my decision to go with hitachi 's green machine .	1
this is overall the best point and shoot camera i 've used .	1
the battery life of this camera is twice that of the nikon 5000 and is better than anything else i 've seen .	1
the more i use it and figure out how to do things , the more i like it .	1
the internet connection would go down every 5 mins when i used it with a p2p program called bit spirit .	0
if you want to work wirelessly , this router does just what you want it to do and my geek friends say that the security is as good as it gets right now .	1
the most recent is that it will stop responding to the on/off button .	0
- this did not feel like quality construction and i was n 't sure how long it would last .	0
without a doubt the finest looking apex dvd player that i 've seen .	1
"warning ! . the windows "" remove program "" feature does not do a good job of this , and neither does norton 's own removal program ."	0
you can also assign special rings and graphics to special people when they call .	1
i had never liked the idea of the diaper genie because of the refills .	0
the person on the other end of the call can hear you perfectly .	1
they say that they are the best pictures they have ever see from a compact .	1
i thought the software was decent enough - it was n 't complicated to learn at all .	1
seems to read most dvds fine , and reads quietly ( i had a pioneer player that had fairly loud disc spin noise ) .	1
"while i was trying to play half life 2 it started popping up with "" alerts "" every twenty seconds ( literally ) , warning me my antivirus protection was off ."	0
other plusses : changeable battery , loads of presets for environments , decent construction , still quite small and light despite being slightly bigger than an ipod .	1
we bought this about 6 months ago and it 's been worthless .	0
ball metaphor : i was hoping creative hit a home run here , and i think the zen micro is more like a stand-up double .	1
it is mindless to operate .	1
minor complaints : 1 ) even though the music is sorted via id3 tag on the player , the option to search for music contained in a folder is unavailable .	0
8 . perhaps inspired by the canon 's factory white-correction settings ( which were found lacking and had to be altered by a user before the white edges from buildings etc could be cleaned out ) , the g3 has much sharper white offsets .	1
i love my dark blue zen micro and would definitely recommend it .	1
it fits comfortably in my hand and pocket .	1
also , you can store data on it , which is a plus . for all you people who want to buy an ipod just to say you have an ipod , do n 't bother , this is a much better buy .	1
am so glad i bought this camera .	1
the setup process for the nomad is infuriating , and the interface with the player is sub-par .	0
the on-off button feels somewhat flimsy , and has an awkward , tiny little lock-out button that needs to be depressed to turn on the camera .	0
i have over 2000 files in my playlist at the moment and the random does a nice job mixing it up .	1
+sorts music by artist , album , genre , etc . . . it 's easy to wade through 5 gigs of tunes to find what you 're looking for .	1
mediasource did not recognize my tags ! .	0
another benefit of this phone is that it is truly an international phone ; . the 6610 is sold in almost everywhere in the world .	1
3 . bags are easy to change .	1
download it fast to your computer	1
while transferring songs to the player , the interface has crashed a few times ( 4-5 times in a 4-5 hour period ) normally this would cause me major concern , but it appears that this bug is reproducible , which leads me to believe that creative will fix it with a patched version shortly ( or maybe it 's just my computer ) .	0
the other thing i do n 't like about this 2600 is that it makes the color look over saturated .	0
camera is a paper weight .	1
my last simpler nokia started right up and was immediately ready for use .	0
all in all , it 's a good router if you don 't have the cash for a speed booster one .	1
luckily , with 3 rebates this product will cost me nothing ! . it is indeed worth nothing .	1
the phone is sturdy .	1
it is the most bang-for-the-buck out there .	1
yes the included earphones suck but everyone replaces them anyway .	0
i take a lot of pictures and this camera is my first choice .	1
the only thing i 'm concerned about is the quality / longevity of the buttons on the thing .	0
again , the headphone jack on this thing is garbage .	0
they have a good concept here , and i normally expect a lot better quality from creative , so maybe they will do better with the next gen version , but for now i say buyer beware .	0
one cabinet shop has been using one regularly in a router table for 11 years without a problem .	1
"you can "" disable "" some of the individual components , but don 't be fooled -- they 're still there and running ."	0
they are a royal pain to install , and don 't function properly once finally installed -- if you can install them at all .	0
this camera also has a great feel and weight to it .	1
you 'll love it ! .	1
good sound -- plays very nicely , even though the stock headphones are kind of weak durable -- not the most durable because its mostly plastic , but very compact and sturdy	1
and so far have not had any problems with dvds not being able to play .	1
ripping & transferring tunes is basic , and pretty fast ( even on a 1 . 1 usb ) .	1
yes there is a corner lens barrel distortion ( i do n 't like it too but no harm done since i always use the cam ea lcd screen to see exactly what i 'm going to get ) in the viewfinder when you do n 't zoom ( when you zoom the lens distortion goes away ) , canon knows this and engineered it that way to minimize the parallax phenomenon ; . that is what lamest exactly ot the picture .	0
overall , this product is awesome .	1
- the replacable battery is great since once it eventually wears out ( as all lithium batteries do ) , you will be able to buy another easily .	1
it 's running great for all the dvds i have and rented .	1
finding all the albums , songs etc is much easier than you would think it would be even if you have 20 gig ( well 18 gig ) worth of music .	1
not only is it inconvenient , but also the battery life span is short .	0
canon 's optics are better and i believe their processing algorithms are also better .	1
on average , indoor shots with a flash are not quite as good as 35mm .	0
and the tech writers have made the installation process so easy for people lick my aunt to follow .	1
this is a fantastic tool to use .	1
solid , squeak-free , large screen .	1
i must have gotten a good one .	1
it is nokia and thus easy to access the menu options .	1
this player is not worth any price and i recommend that you do n 't purchase it .	0
the router has plenty of power for any type of bit or wood i need to cut , and the speed control knob is easy to get to .	1
t-mobile wasn 't upfront about some of the terms to qualify for the rebate .	0
so loud , really , that it does n 't work terribly well as a silent ringer option .	0
for the most part this is a good dvd player .	1
"putting the micro into your pocket could trigger just about anything ( unless the hold feature is improved : it asks if you want to "" unholy "" for every button up press ) second , i 'm worried about the durability of the player ."	0
another reason i got it is because you can put wma files on it .	1
i 've been bothered by blown-out highlights on the s330 , and the g3 seems to do only slightly better .	0
i 've have many nokia 's and while this is the best for features , it 's the worst as a phone .	0
bottom line , well made camera , easy to use , very flexible and powerful features to include the ability to use external flash and lense / filters choices .	1
the battery is nice .	1
the player works well with my sony srs-a 202 powered speakers .	1
i am really impressed by this dvd player .	1
the volume level of the phone is not all that good .	0
the new hardware version does not run linux at all and most likely will not since the memory has been cut in half .	0
the screen is very easy to read and the blue light is bright enough to read at night , but dim enough so it does n 't blind you when you stare too long .	1
you can 't change the battery , so i don 't know what i 'm going to do in a year or so .	0
it works with a minimum of fuss .	1
i purchased this camera before it went on sale , and while i wouldn 't have minded keeping the extra $$$ , it was definitely worth it .	1
i still need to read up on some of the security settings , etc to fully understand all that 's up there , but bottom-line is that the installation was like night and day compared to the speed boost router .	1
the auto color balance is often fooled by dense clouds .	0
doesn 't have alot of good games on it .	0
i purchased this router at a woodworking show after watching the ct people using it to demo their bits and was impressed how it performed .	1
sound quality was the same between the two , but the zen did have more sound adjustments with the normal eax features .	1
so easy to set up , had some problems with my archos .	1
and if you 're a mac user like me , they 've naturally made sure you have no viable alternative .	0
this phone is highly recommended otherwise .	1
overall i like it .	1
it looks great - and is loaded with features .	1
after a week i tried to load some more songs and delete a few but the auto load didn 't do anything but turn on my player .	0
downloads are a snap and quick .	1
the only problem that i have found with the internet service is that it does not access mils ( real estate broker software ) very well at all .	0
overall , it 'll make my move that much easier knowing i don 't have to worry about connectivity .	1
if you do n 't have tags , it 'll lump all of your tracks into the same directory and they can not be searched via artist or album as the zen does not recognize folders .	0
the latter will provide better coverage in more remote areas of the states but still operates in many countries , excluding new zealand and australia .	1
this is the best camera you can have for digital images if you want to :	1
the speakerphone , the radio , all features work perfectly .	1
3 the picture editing software it came with is adequate , but not very robust .	0
second , the setup cd actually worked perfectly .	1
i 'm amazed at the photo quality -- prints are indistinguishable from 35mm prints .	1
i try navigating using the player 's built in menu , and it still would n 't work ! .	0
- solid , high-quality construction	1
the cons , at times the diaper wipes get stuck in the disposal area making it hard to turn the handle back and forth .	0
it 's being used daily and i have had none of the problems reported by other reviewers ( headphone jack , player locking up , etc ) .	1
thank you apple ! . you make fabulous products .	1
this one has a color display , which i like a lot , being very visual .	1
this is my first mp3 player and i am so impressed with what such a small device can do .	1
transfering - i could not get my songs to completely transfer via usb 1 . 1 or 2 . 0 .	0
works great ! . ! . ! . ! .	1
smaller size , 1 gb of more space , radio , voice recording , removable battery , cooler look , all in one .	1
bookmarks for example , are an excellent feature . . . but not on this player . . .	0
tech support from apex is literally - nonexistent .	0
the machine itself seems fine , but the software that came with it is awful .	0
the battery is removable .	1
the diaper champ couldn 't be easier to use .	1
